id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
639,25-11-2024,Asha Deep Shelter,Delhi,DL,139,94,45,67.6,37,40,60,Autumn,Excellent condition,Monday,11,0,39.8,285.2,3870671,15,Low,9,0,42,58,8,18,6,8.3,5.0,216,1
640,12-09-2025,Navjeevan Griha,Hyderabad,TS,113,99,14,87.6,68,40,60,Monsoon,Excellent condition,Friday,9,0,38.2,210.8,4958951,43,Low,5,0,7,15,3,11,4,16.6,11.9,395,1
641,12-09-2024,Daya Sagar,Bangalore,KA,248,202,46,81.5,24,47,53,Monsoon,Excellent condition,Thursday,9,0,28.5,89.4,4137138,8,Medium,1,0,2,17,24,5,4,16.5,3.1,208,1
642,21-05-2025,Asha Deep Shelter,Delhi,DL,109,85,24,78.0,20,44,56,Summer,Normal,Wednesday,5,0,36.1,31.6,921535,29,High,7,1,11,48,29,17,6,17.6,10.1,462,1
643,24-08-2025,Daya Sagar,Bangalore,KA,281,213,68,75.8,57,51,49,Monsoon,High demand,Sunday,8,0,28.0,234.5,1833611,16,Medium,4,1,15,17,12,12,0,16.5,13.8,73,0
644,23-04-2024,Daya Sagar,Hyderabad,TS,140,110,30,78.6,69,52,48,Summer,Needs maintenance,Tuesday,4,0,30.6,193.2,1792166,30,Low,9,1,77,0,26,6,7,4.9,10.5,226,1
645,17-10-2024,Apna Ghar Ashram,Bangalore,KA,198,159,39,80.3,40,45,55,Autumn,Needs maintenance,Thursday,10,0,17.2,14.5,1085408,42,High,6,0,79,18,25,12,9,15.4,12.4,374,1
646,01-05-2025,Jeevan Jyoti Shelter,Jaipur,RJ,173,101,72,58.4,38,59,41,Summer,New admissions pending,Thursday,5,0,33.9,108.0,1511312,50,Medium,3,0,58,53,24,7,4,9.1,2.5,499,0
647,19-11-2024,Daya Sagar,Ahmedabad,GJ,192,163,29,84.9,23,46,54,Autumn,New admissions pending,Tuesday,11,0,18.2,287.0,2625606,16,High,6,1,48,7,28,16,7,17.9,4.5,435,0
648,26-11-2024,Apna Ghar Ashram,Hyderabad,TS,119,77,42,64.7,45,52,48,Autumn,No issues reported,Tuesday,11,0,35.7,150.1,546440,47,Medium,6,1,62,2,3,8,9,10.1,13.5,92,0
649,07-09-2024,Manav Seva Sangam,Kolkata,WB,165,149,16,90.3,18,40,60,Monsoon,No issues reported,Saturday,9,0,34.6,129.8,1521926,55,Low,5,0,61,57,18,19,9,11.3,11.0,459,0
650,31-10-2024,Premalaya Home,Pune,MH,182,148,34,81.3,66,57,43,Autumn,High demand,Thursday,10,0,32.7,137.3,1502137,57,Medium,2,1,48,24,1,12,4,10.9,10.0,64,1
651,15-07-2025,Navjeevan Griha,Pune,MH,71,65,6,91.5,37,58,42,Monsoon,Excellent condition,Tuesday,7,0,15.9,62.7,2923524,41,High,2,1,50,57,8,1,6,7.8,10.3,320,0
652,30-03-2024,Navjeevan Griha,Pune,MH,148,83,65,56.1,62,53,47,Summer,New admissions pending,Saturday,3,0,22.6,110.6,2792455,50,High,7,1,32,4,11,3,9,4.1,6.8,9,0
653,03-01-2025,Apna Ghar Ashram,Mumbai,MH,51,35,16,68.6,67,41,59,Winter,Needs maintenance,Friday,1,0,21.6,110.9,2319409,57,High,2,1,29,54,1,1,2,16.4,1.6,401,0
654,28-06-2025,Navjeevan Griha,Jaipur,RJ,278,200,78,71.9,36,48,52,Monsoon,New admissions pending,Saturday,6,0,24.0,15.7,1753820,28,High,6,1,58,39,5,3,1,15.0,12.0,302,0
655,30-09-2023,Premalaya Home,Hyderabad,TS,258,252,6,97.7,44,44,56,Monsoon,New admissions pending,Saturday,9,0,17.2,230.3,345599,20,Low,5,0,75,18,4,17,5,5.1,10.5,321,0
656,01-10-2024,Manav Seva Sangam,Mumbai,MH,125,100,25,80.0,69,41,59,Autumn,Excellent condition,Tuesday,10,0,38.4,125.0,1607009,17,Medium,4,1,14,17,29,4,4,14.7,7.6,304,0
657,10-12-2023,Apna Ghar Ashram,Ahmedabad,GJ,287,188,99,65.5,53,58,42,Winter,Excellent condition,Sunday,12,0,28.8,246.7,647904,29,Low,7,1,22,49,4,18,8,12.4,13.6,455,1
658,12-03-2024,Manav Seva Sangam,Mumbai,MH,155,114,41,73.5,34,56,44,Summer,High demand,Tuesday,3,0,22.6,255.1,3807454,58,Low,8,0,77,52,19,9,9,9.1,5.7,277,1
659,23-12-2023,Navjeevan Griha,Mumbai,MH,142,105,37,73.9,63,52,48,Winter,New admissions pending,Saturday,12,0,24.9,63.6,166841,58,Low,4,0,44,30,21,17,3,6.8,5.1,85,1
660,15-12-2024,Karuna Bhavan,Jaipur,RJ,187,156,31,83.4,27,45,55,Winter,Excellent condition,Sunday,12,0,26.2,197.2,219934,56,High,1,0,61,32,4,9,2,15.9,13.2,25,0
661,30-12-2024,Jeevan Jyoti Shelter,Bangalore,KA,94,70,24,74.5,69,50,50,Winter,No issues reported,Monday,12,0,30.0,141.7,3972750,58,High,1,0,78,46,26,4,8,13.5,12.2,217,0
662,27-01-2024,Karuna Bhavan,Chennai,TN,62,48,14,77.4,62,45,55,Winter,No issues reported,Saturday,1,1,27.9,264.0,1185270,8,High,1,1,70,17,3,16,7,11.2,8.2,392,1
663,18-06-2024,Jeevan Jyoti Shelter,Ahmedabad,GJ,248,230,18,92.7,24,40,60,Monsoon,New admissions pending,Tuesday,6,0,38.0,64.7,287068,15,Medium,1,1,14,56,28,12,5,12.1,2.8,404,1
664,08-07-2025,Manav Seva Sangam,Hyderabad,TS,190,153,37,80.5,64,54,46,Monsoon,Needs maintenance,Tuesday,7,0,27.4,203.3,3689688,36,High,5,1,45,38,8,16,0,4.4,4.0,94,1
665,19-07-2024,Jeevan Jyoti Shelter,Jaipur,RJ,222,177,45,79.7,34,53,47,Monsoon,High demand,Friday,7,0,39.8,182.3,4199287,53,Medium,4,1,63,15,28,8,9,10.1,10.2,243,1
666,05-10-2023,Umeed Ki Kiran,Bangalore,KA,245,181,64,73.9,66,50,50,Autumn,Needs maintenance,Thursday,10,0,36.3,88.6,1654243,11,High,9,0,45,15,21,11,0,5.9,6.4,446,0
667,31-01-2024,Apna Ghar Ashram,Ahmedabad,GJ,175,126,49,72.0,44,50,50,Winter,New admissions pending,Wednesday,1,0,20.2,41.0,901161,50,High,3,0,55,46,26,13,5,6.1,12.7,106,1
668,20-08-2024,Daya Sagar,Delhi,DL,177,128,49,72.3,62,55,45,Monsoon,Normal,Tuesday,8,0,38.3,195.5,4822945,15,Low,7,1,43,37,9,13,2,12.9,14.3,389,0
669,14-07-2024,Jeevan Jyoti Shelter,Surat,GJ,116,101,15,87.1,48,48,52,Monsoon,High demand,Sunday,7,0,17.9,221.6,755356,32,Low,8,1,74,40,15,7,2,16.7,12.3,247,0
670,25-02-2025,Sahara Vikas Kendra,Delhi,DL,94,77,17,81.9,34,44,56,Winter,New admissions pending,Tuesday,2,0,35.4,94.7,1688846,58,Low,6,1,28,6,9,4,5,9.1,6.3,13,0
671,14-10-2024,Umeed Ki Kiran,Bangalore,KA,256,219,37,85.5,46,45,55,Autumn,No issues reported,Monday,10,0,24.5,193.4,4280987,45,Medium,1,1,61,13,28,18,2,6.1,12.0,160,1
672,01-07-2025,Manav Seva Sangam,Delhi,DL,263,246,17,93.5,46,51,49,Monsoon,No issues reported,Tuesday,7,0,36.9,118.5,3309819,27,Medium,8,0,51,42,9,13,9,12.7,5.9,70,1
673,29-04-2024,Apna Ghar Ashram,Jaipur,RJ,267,197,70,73.8,50,57,43,Summer,Excellent condition,Monday,4,0,36.7,214.0,1509410,49,High,3,1,53,52,28,8,5,16.1,3.3,151,1
674,24-01-2024,Manav Seva Sangam,Jaipur,RJ,155,133,22,85.8,42,49,51,Winter,No issues reported,Wednesday,1,0,35.1,59.8,374934,27,Medium,8,0,56,47,18,6,4,14.2,1.5,456,0
675,01-10-2023,Asha Deep Shelter,Bangalore,KA,198,170,28,85.9,37,48,52,Autumn,No issues reported,Sunday,10,0,34.8,267.1,1852466,54,High,4,0,65,24,9,7,3,16.0,6.4,74,0
676,19-01-2024,Manav Seva Sangam,Ahmedabad,GJ,205,180,25,87.8,34,51,49,Winter,Needs maintenance,Friday,1,1,22.6,86.2,3871615,32,Medium,8,0,21,31,5,13,7,11.0,13.6,375,1
677,13-10-2024,Jeevan Jyoti Shelter,Ahmedabad,GJ,276,168,108,60.9,69,49,51,Autumn,High demand,Sunday,10,0,17.0,110.3,2432865,47,Medium,1,0,19,37,29,13,1,14.3,4.3,214,0
678,16-06-2024,Karuna Bhavan,Hyderabad,TS,274,203,71,74.1,44,41,59,Monsoon,High demand,Sunday,6,0,25.1,17.4,847583,51,Medium,3,1,32,21,16,10,6,5.1,3.9,367,1
679,24-03-2024,Karuna Bhavan,Bangalore,KA,184,125,59,67.9,66,49,51,Summer,High demand,Sunday,3,1,19.3,33.5,514310,30,Low,6,1,71,58,4,13,3,8.2,14.6,50,0
680,14-03-2025,Premalaya Home,Bangalore,KA,207,155,52,74.9,34,57,43,Summer,High demand,Friday,3,0,32.4,154.8,3764755,29,Medium,9,1,24,15,25,7,1,8.8,1.4,385,0
681,13-05-2025,Manav Seva Sangam,Delhi,DL,144,79,65,54.9,66,45,55,Summer,Normal,Tuesday,5,0,23.7,80.3,607242,58,Low,2,1,45,51,5,2,6,10.7,12.0,142,0
682,04-08-2025,Manav Seva Sangam,Ahmedabad,GJ,176,134,42,76.1,44,53,47,Monsoon,No issues reported,Monday,8,0,39.4,250.6,3177640,33,Low,1,0,72,28,26,17,0,16.9,5.5,418,0
683,14-05-2024,Jeevan Jyoti Shelter,Jaipur,RJ,86,43,43,50.0,19,41,59,Summer,New admissions pending,Tuesday,5,0,31.0,4.4,818223,23,Medium,3,0,56,15,23,2,3,16.1,1.5,35,0
684,30-12-2024,Premalaya Home,Chennai,TN,54,37,17,68.5,64,59,41,Winter,Excellent condition,Monday,12,0,35.6,113.7,4353677,37,High,4,0,4,11,26,12,8,5.0,13.8,499,0
685,28-12-2023,Apna Ghar Ashram,Chennai,TN,222,207,15,93.2,64,46,54,Winter,Normal,Thursday,12,1,18.3,101.2,4148535,40,High,5,1,54,16,14,11,3,5.6,3.0,373,0
686,21-02-2025,Premalaya Home,Delhi,DL,285,211,74,74.0,40,57,43,Winter,High demand,Friday,2,0,36.6,5.8,4803292,18,High,3,0,60,36,24,14,2,8.4,8.7,475,1
687,28-02-2025,Daya Sagar,Pune,MH,59,45,14,76.3,18,47,53,Winter,High demand,Friday,2,0,38.1,37.3,1222304,18,Medium,2,0,7,26,26,17,9,7.4,4.8,166,0
688,05-11-2023,Premalaya Home,Delhi,DL,231,140,91,60.6,53,57,43,Autumn,Needs maintenance,Sunday,11,0,27.2,124.1,1693909,39,High,2,0,15,24,18,4,9,12.2,1.9,235,0
689,21-07-2024,Sahara Vikas Kendra,Jaipur,RJ,281,230,51,81.9,39,47,53,Monsoon,New admissions pending,Sunday,7,0,30.2,147.9,2049117,34,Low,7,0,47,12,17,6,1,16.5,1.7,259,1
690,11-01-2025,Manav Seva Sangam,Bangalore,KA,270,223,47,82.6,22,49,51,Winter,Normal,Saturday,1,0,34.1,121.3,969134,32,High,9,1,60,7,28,10,2,17.4,2.6,191,1
691,29-03-2024,Karuna Bhavan,Mumbai,MH,170,99,71,58.2,35,45,55,Summer,High demand,Friday,3,0,19.4,159.3,1905797,21,Medium,2,0,14,55,3,10,0,12.8,2.0,201,1
692,24-10-2023,Premalaya Home,Jaipur,RJ,186,162,24,87.1,29,45,55,Autumn,No issues reported,Tuesday,10,0,27.6,178.5,2979735,7,High,7,0,64,4,7,14,9,15.6,11.6,261,1
693,20-03-2024,Asha Deep Shelter,Pune,MH,154,114,40,74.0,23,59,41,Summer,New admissions pending,Wednesday,3,0,25.0,3.0,4686440,20,Low,7,1,21,11,26,9,7,10.9,7.8,184,0
694,16-06-2025,Umeed Ki Kiran,Delhi,DL,165,115,50,69.7,33,45,55,Monsoon,Excellent condition,Monday,6,0,18.7,139.2,561162,50,Medium,7,1,2,40,15,14,0,6.1,5.8,157,0
695,30-09-2023,Sahara Vikas Kendra,Pune,MH,277,217,60,78.3,56,49,51,Monsoon,New admissions pending,Saturday,9,0,24.2,289.0,2620725,34,High,3,1,53,2,23,12,2,10.9,6.9,245,1
696,28-05-2025,Umeed Ki Kiran,Surat,GJ,205,152,53,74.1,38,50,50,Summer,High demand,Wednesday,5,0,16.7,155.7,3461134,56,Medium,7,0,13,34,18,13,2,11.3,14.0,109,0
697,18-11-2024,Navjeevan Griha,Pune,MH,234,157,77,67.1,37,56,44,Autumn,New admissions pending,Monday,11,0,15.6,203.3,2476277,33,Medium,1,0,35,32,19,16,1,14.1,13.8,98,1
698,22-05-2025,Umeed Ki Kiran,Pune,MH,259,135,124,52.1,58,54,46,Summer,No issues reported,Thursday,5,0,18.4,93.6,3250450,49,Medium,1,0,66,56,2,12,4,6.3,11.0,240,0
699,28-01-2025,Karuna Bhavan,Ahmedabad,GJ,139,131,8,94.2,33,48,52,Winter,Needs maintenance,Tuesday,1,0,39.1,232.2,2329042,19,High,5,0,9,21,9,9,9,8.5,13.4,490,0
700,28-01-2025,Premalaya Home,Hyderabad,TS,61,45,16,73.8,25,56,44,Winter,No issues reported,Tuesday,1,0,28.7,231.9,1367621,50,Medium,2,1,48,49,1,0,2,8.5,5.5,201,0
701,13-07-2025,Apna Ghar Ashram,Bangalore,KA,113,112,1,99.1,48,59,41,Monsoon,Excellent condition,Sunday,7,0,39.1,156.4,3687967,29,High,9,0,64,55,3,0,2,17.4,6.3,121,0
702,14-02-2024,Daya Sagar,Kolkata,WB,260,217,43,83.5,34,55,45,Winter,Excellent condition,Wednesday,2,0,25.8,292.8,2417893,55,Low,7,0,56,43,5,14,7,9.7,9.6,116,0
703,07-11-2023,Umeed Ki Kiran,Hyderabad,TS,169,128,41,75.7,25,55,45,Autumn,Needs maintenance,Tuesday,11,0,22.8,37.7,1490351,42,High,4,1,26,8,10,15,3,14.3,9.7,95,1
704,24-06-2024,Navjeevan Griha,Bangalore,KA,74,57,17,77.0,66,55,45,Monsoon,Excellent condition,Monday,6,0,27.7,5.1,1948917,46,Low,4,1,74,40,13,11,3,14.3,7.7,233,0
705,23-07-2024,Asha Deep Shelter,Pune,MH,255,187,68,73.3,22,47,53,Monsoon,High demand,Tuesday,7,0,26.0,231.0,789574,51,High,2,1,4,17,15,5,2,7.0,6.6,489,0
706,31-08-2025,Daya Sagar,Ahmedabad,GJ,215,185,30,86.0,67,44,56,Monsoon,High demand,Sunday,8,1,17.6,242.1,4121495,57,Medium,5,0,70,49,26,5,0,11.6,14.8,66,0
707,25-12-2023,Apna Ghar Ashram,Ahmedabad,GJ,194,159,35,82.0,38,43,57,Winter,High demand,Monday,12,0,31.0,36.1,375437,58,High,4,0,56,28,20,11,7,16.4,12.5,375,0
708,21-01-2024,Jeevan Jyoti Shelter,Ahmedabad,GJ,144,100,44,69.4,28,49,51,Winter,New admissions pending,Sunday,1,0,20.4,79.7,1866760,56,Medium,1,0,14,38,18,14,0,10.1,7.1,217,0
709,26-03-2025,Jeevan Jyoti Shelter,Mumbai,MH,267,210,57,78.7,63,49,51,Summer,Normal,Wednesday,3,0,30.5,5.3,2141013,42,Low,8,0,75,26,1,3,6,17.2,11.2,14,1
710,29-01-2024,Navjeevan Griha,Hyderabad,TS,88,78,10,88.6,51,58,42,Winter,Needs maintenance,Monday,1,0,31.3,88.0,3680623,27,High,3,0,29,35,24,3,4,6.2,4.8,272,0
711,08-03-2025,Navjeevan Griha,Jaipur,RJ,114,75,39,65.8,57,48,52,Summer,New admissions pending,Saturday,3,0,18.8,231.9,3731890,29,Medium,6,1,19,44,16,1,3,4.1,2.4,218,1
712,19-06-2025,Navjeevan Griha,Kolkata,WB,210,179,31,85.2,34,59,41,Monsoon,Normal,Thursday,6,0,16.5,155.4,922834,46,Low,4,1,36,16,8,11,3,16.4,5.9,273,0
713,19-09-2023,Premalaya Home,Bangalore,KA,103,77,26,74.8,44,55,45,Monsoon,New admissions pending,Tuesday,9,0,34.5,104.4,4687370,11,Low,9,0,2,55,16,6,7,15.7,6.6,370,0
714,22-04-2025,Sahara Vikas Kendra,Surat,GJ,215,151,64,70.2,37,44,56,Summer,Excellent condition,Tuesday,4,0,26.5,111.5,669696,26,High,7,0,72,33,14,19,5,17.9,1.2,146,1
715,25-12-2024,Asha Deep Shelter,Chennai,TN,203,137,66,67.5,66,48,52,Winter,No issues reported,Wednesday,12,0,16.5,0.4,4122250,21,Low,9,0,40,45,29,8,0,13.2,12.4,331,0
716,17-01-2024,Karuna Bhavan,Chennai,TN,288,240,48,83.3,65,45,55,Winter,Excellent condition,Wednesday,1,1,39.9,89.9,4162732,22,Medium,3,0,38,2,6,8,9,17.1,6.0,343,0
717,24-11-2023,Apna Ghar Ashram,Pune,MH,54,48,6,88.9,25,58,42,Autumn,High demand,Friday,11,0,16.4,193.9,4364366,53,Low,1,0,25,4,21,7,7,15.4,9.1,452,1
718,19-04-2024,Asha Deep Shelter,Delhi,DL,110,62,48,56.4,62,50,50,Summer,Excellent condition,Friday,4,1,32.4,292.3,1082499,45,Low,5,1,1,13,22,13,1,15.7,2.0,151,0
719,04-11-2023,Daya Sagar,Chennai,TN,147,111,36,75.5,33,46,54,Autumn,High demand,Saturday,11,0,39.6,254.1,3870888,14,Medium,3,1,22,2,18,0,5,11.5,3.4,346,1
720,23-09-2024,Manav Seva Sangam,Jaipur,RJ,117,89,28,76.1,42,48,52,Monsoon,No issues reported,Monday,9,0,21.0,7.1,3026030,14,Low,6,1,22,22,29,11,8,8.7,13.5,303,1
721,19-09-2023,Umeed Ki Kiran,Bangalore,KA,295,270,25,91.5,66,44,56,Monsoon,No issues reported,Tuesday,9,1,18.6,269.6,2381348,11,Low,8,0,15,38,2,1,0,17.0,9.5,413,1
722,29-11-2023,Manav Seva Sangam,Chennai,TN,176,108,68,61.4,42,40,60,Autumn,Excellent condition,Wednesday,11,0,18.0,235.0,4451913,52,Low,4,0,8,29,28,12,5,9.5,14.3,14,0
723,25-04-2025,Daya Sagar,Hyderabad,TS,229,171,58,74.7,35,47,53,Summer,High demand,Friday,4,0,22.6,234.1,2062755,54,Low,5,1,12,49,26,3,7,11.1,15.0,430,0
724,02-05-2024,Navjeevan Griha,Jaipur,RJ,111,81,30,73.0,39,49,51,Summer,Normal,Thursday,5,0,17.5,137.4,4527310,42,Medium,5,1,27,44,0,19,9,9.7,6.2,378,1
725,18-09-2023,Umeed Ki Kiran,Hyderabad,TS,245,210,35,85.7,46,50,50,Monsoon,Excellent condition,Monday,9,0,32.3,119.4,2856284,31,Low,4,0,26,22,3,17,1,11.5,5.2,485,0
726,06-08-2024,Daya Sagar,Chennai,TN,204,194,10,95.1,23,45,55,Monsoon,Excellent condition,Tuesday,8,0,16.6,90.9,1900924,56,Medium,4,1,50,26,27,18,4,10.1,13.0,382,1
727,24-03-2025,Jeevan Jyoti Shelter,Bangalore,KA,111,66,45,59.5,22,57,43,Summer,Excellent condition,Monday,3,0,27.7,19.7,2936569,37,Low,4,1,63,53,17,15,5,3.7,15.0,427,0
728,28-06-2024,Asha Deep Shelter,Kolkata,WB,262,261,1,99.6,58,54,46,Monsoon,High demand,Friday,6,0,39.9,68.5,3400448,5,Low,4,0,51,9,25,13,4,16.2,9.8,353,1
729,29-01-2025,Manav Seva Sangam,Kolkata,WB,260,201,59,77.3,36,52,48,Winter,Needs maintenance,Wednesday,1,0,35.3,74.0,1664099,48,Low,4,1,37,24,7,7,2,9.7,12.1,410,0
730,14-10-2023,Jeevan Jyoti Shelter,Chennai,TN,260,207,53,79.6,24,55,45,Autumn,Needs maintenance,Saturday,10,0,30.4,145.2,1191452,57,Low,5,1,64,12,18,11,3,11.8,11.9,83,1
731,08-12-2024,Asha Deep Shelter,Kolkata,WB,170,146,24,85.9,27,55,45,Winter,Excellent condition,Sunday,12,0,22.7,224.2,1280796,38,Medium,2,1,17,15,22,8,6,5.1,6.0,191,0
732,11-01-2025,Apna Ghar Ashram,Bangalore,KA,266,185,81,69.5,29,41,59,Winter,Normal,Saturday,1,0,30.6,142.1,163936,8,Medium,2,0,62,40,22,5,3,3.1,9.0,40,1
733,24-04-2025,Manav Seva Sangam,Delhi,DL,162,98,64,60.5,37,52,48,Summer,Excellent condition,Thursday,4,0,28.2,17.4,4260583,21,Medium,9,1,50,33,27,17,8,6.7,12.7,351,0
734,03-01-2024,Navjeevan Griha,Kolkata,WB,109,95,14,87.2,29,47,53,Winter,New admissions pending,Wednesday,1,0,25.7,287.3,3299479,8,High,2,1,8,54,24,1,9,13.6,10.6,323,1
735,17-08-2024,Premalaya Home,Mumbai,MH,213,182,31,85.4,41,49,51,Monsoon,Normal,Saturday,8,0,18.3,282.8,3562305,47,Low,6,1,12,36,5,7,1,4.5,1.3,260,0
736,02-05-2024,Karuna Bhavan,Delhi,DL,108,63,45,58.3,51,55,45,Summer,Normal,Thursday,5,0,37.2,235.6,4330428,58,Low,2,0,39,21,0,13,4,16.6,5.7,308,0
737,08-09-2024,Manav Seva Sangam,Hyderabad,TS,241,219,22,90.9,54,45,55,Monsoon,High demand,Sunday,9,0,26.2,297.4,1962493,30,Medium,5,0,54,16,7,5,7,6.2,3.0,377,1
738,20-05-2025,Karuna Bhavan,Ahmedabad,GJ,257,150,107,58.4,67,44,56,Summer,Needs maintenance,Tuesday,5,0,19.9,163.3,2483351,8,High,4,1,78,22,0,9,4,6.1,4.3,135,0
739,16-05-2025,Karuna Bhavan,Kolkata,WB,219,130,89,59.4,18,52,48,Summer,Normal,Friday,5,0,24.2,288.8,2239063,5,Low,7,0,42,53,18,7,9,5.7,13.7,277,0
740,16-12-2023,Apna Ghar Ashram,Hyderabad,TS,218,191,27,87.6,62,55,45,Winter,Needs maintenance,Saturday,12,0,25.4,22.7,3032202,11,Medium,7,1,43,35,10,16,7,3.2,1.5,105,0
741,18-02-2024,Premalaya Home,Ahmedabad,GJ,250,220,30,88.0,39,53,47,Winter,High demand,Sunday,2,0,35.7,109.7,2869182,34,Low,6,0,67,48,20,11,7,14.6,4.1,6,0
742,09-09-2024,Navjeevan Griha,Jaipur,RJ,171,142,29,83.0,47,60,40,Monsoon,No issues reported,Monday,9,0,33.3,67.6,1043978,54,Low,5,0,32,8,23,16,8,16.1,5.3,405,1
743,26-11-2023,Umeed Ki Kiran,Delhi,DL,137,83,54,60.6,55,50,50,Autumn,Needs maintenance,Sunday,11,0,34.2,58.7,497244,13,Medium,1,1,23,51,24,12,9,12.2,9.6,301,0
744,02-01-2025,Umeed Ki Kiran,Surat,GJ,191,180,11,94.2,36,59,41,Winter,No issues reported,Thursday,1,0,15.3,42.2,2523188,39,Medium,3,1,35,1,14,18,5,5.8,8.5,29,0
745,14-12-2024,Jeevan Jyoti Shelter,Ahmedabad,GJ,56,39,17,69.6,63,49,51,Winter,Needs maintenance,Saturday,12,0,25.4,186.7,4482027,12,Low,9,1,9,31,22,11,3,7.3,4.1,125,1
746,02-01-2024,Daya Sagar,Ahmedabad,GJ,211,192,19,91.0,43,52,48,Winter,New admissions pending,Tuesday,1,0,27.0,234.4,3529000,28,Low,1,0,19,55,24,15,2,10.1,3.3,356,0
747,06-02-2025,Umeed Ki Kiran,Bangalore,KA,252,219,33,86.9,21,44,56,Winter,New admissions pending,Thursday,2,0,15.5,173.5,888927,23,Medium,5,1,74,49,10,4,4,17.3,4.3,399,1
748,08-05-2025,Asha Deep Shelter,Mumbai,MH,123,93,30,75.6,65,43,57,Summer,Needs maintenance,Thursday,5,0,21.5,44.1,132806,40,Low,2,0,11,52,18,15,5,6.7,8.0,78,0
749,29-07-2024,Karuna Bhavan,Ahmedabad,GJ,181,151,30,83.4,65,40,60,Monsoon,Excellent condition,Monday,7,1,34.0,243.3,4075345,54,Low,4,0,61,58,28,5,2,14.0,4.8,388,1
750,27-12-2023,Daya Sagar,Hyderabad,TS,223,184,39,82.5,68,47,53,Winter,New admissions pending,Wednesday,12,0,18.4,190.8,2879045,56,Medium,1,1,17,21,20,10,1,9.6,14.3,66,0
751,20-04-2025,Apna Ghar Ashram,Chennai,TN,137,75,62,54.7,63,45,55,Summer,Normal,Sunday,4,0,28.4,116.4,1328673,47,Low,3,0,62,42,9,16,6,7.5,7.5,22,1
752,05-11-2024,Apna Ghar Ashram,Chennai,TN,167,121,46,72.5,39,58,42,Autumn,New admissions pending,Tuesday,11,1,20.4,202.2,4165741,31,Low,7,1,24,12,23,13,4,9.8,1.8,188,1
753,14-03-2024,Manav Seva Sangam,Hyderabad,TS,77,52,25,67.5,61,50,50,Summer,Needs maintenance,Thursday,3,0,15.3,78.0,3507521,36,High,3,0,11,7,11,5,8,4.1,11.2,73,1
754,30-08-2025,Karuna Bhavan,Ahmedabad,GJ,183,146,37,79.8,26,57,43,Monsoon,High demand,Saturday,8,0,21.0,103.6,4734013,18,Medium,4,1,20,58,0,10,2,15.0,5.6,4,0
755,18-03-2024,Manav Seva Sangam,Hyderabad,TS,110,55,55,50.0,22,40,60,Summer,No issues reported,Monday,3,0,39.4,275.2,4681889,22,High,2,0,24,0,23,11,7,6.6,10.1,406,1
756,29-04-2024,Premalaya Home,Delhi,DL,164,90,74,54.9,42,48,52,Summer,No issues reported,Monday,4,0,35.0,87.2,3427932,32,High,3,0,10,16,6,12,5,13.9,4.9,462,0
757,13-11-2024,Jeevan Jyoti Shelter,Kolkata,WB,259,192,67,74.1,38,55,45,Autumn,Needs maintenance,Wednesday,11,0,39.0,141.0,2504698,33,High,9,1,63,11,16,3,3,4.0,9.0,81,1
758,05-09-2025,Daya Sagar,Pune,MH,67,52,15,77.6,22,53,47,Monsoon,High demand,Friday,9,0,27.2,267.0,2329023,20,Low,3,0,72,3,28,6,8,17.3,11.8,24,1
759,06-12-2024,Navjeevan Griha,Jaipur,RJ,84,70,14,83.3,22,43,57,Winter,Needs maintenance,Friday,12,0,17.7,212.3,2488710,39,Low,5,1,49,52,28,1,4,5.9,14.0,263,1
760,22-06-2024,Umeed Ki Kiran,Chennai,TN,227,179,48,78.9,34,48,52,Monsoon,New admissions pending,Saturday,6,0,28.7,18.7,548512,51,High,2,0,61,12,25,5,9,16.2,4.7,478,0
761,17-03-2024,Apna Ghar Ashram,Surat,GJ,69,52,17,75.4,46,47,53,Summer,No issues reported,Sunday,3,0,26.4,44.2,3550967,35,High,4,0,48,30,27,5,5,15.1,5.7,404,0
762,10-10-2023,Apna Ghar Ashram,Kolkata,WB,76,66,10,86.8,18,50,50,Autumn,High demand,Tuesday,10,0,36.1,2.4,817442,8,High,7,0,13,40,9,17,8,17.5,7.5,1,1
763,12-09-2025,Jeevan Jyoti Shelter,Jaipur,RJ,203,168,35,82.8,69,41,59,Monsoon,No issues reported,Friday,9,0,17.5,189.3,525278,41,Low,7,1,0,58,27,19,6,10.2,14.0,277,1
764,23-06-2024,Apna Ghar Ashram,Bangalore,KA,202,187,15,92.6,44,41,59,Monsoon,High demand,Sunday,6,0,27.2,134.3,1980440,21,High,3,1,24,6,5,7,4,13.9,13.6,327,1
765,12-01-2024,Premalaya Home,Jaipur,RJ,266,185,81,69.5,51,51,49,Winter,No issues reported,Friday,1,0,18.8,40.3,429593,43,High,5,1,58,22,16,7,1,8.6,2.3,342,1
766,03-04-2025,Apna Ghar Ashram,Jaipur,RJ,196,119,77,60.7,44,49,51,Summer,Excellent condition,Thursday,4,0,23.1,287.4,544955,52,Medium,1,1,71,23,17,7,3,5.8,2.8,223,1
